tbl_poc_cmf_activosbanco1_mes.instituciones,tbl_poc_cmf_activosbanco1_mes.producto,tbl_poc_cmf_activosbanco1_mes.monto,tbl_poc_cmf_activosbanco1_mes.mdm_fhnew,tbl_poc_cmf_activosbanco1_mes.mdm_processnew,tbl_poc_cmf_activosbanco1_mes.mdm_hash,tbl_poc_cmf_activosbanco1_mes.periodo_mes
Banco do Brasil S.A.,Cartera con morosidad de 90 d�as o m�s,974.0,2020-12-14 18:21:39.186,com_soluciones_poc_cmf_process_activosbanco1_mes,27109d83aa9ac75a5ba36cb4111ade7f1183a6b4305d497230e8ca1795c57e0e,2019-09-01
Banco Falabella,Cartera con morosidad de 90 d�as o m�s,115890.0,2020-12-14 18:21:39.186,com_soluciones_poc_cmf_process_activosbanco1_mes,3fa93a1d9e785a0a9577f086b2d6c5ba42153e3f3ae343e9bd3a7f1a8efd7623,2019-09-01
Banco Internacional,Cartera con morosidad de 90 d�as o m�s,66580.0,2020-12-14 18:21:39.186,com_soluciones_poc_cmf_process_activosbanco1_mes,7c2f5c90e64af01eafdd63f628f7d15d4c17a49fb7aaad87fa205b2bd65e33ed,2019-09-01
Banco Ripley,Cartera con morosidad de 90 d�as o m�s,44613.0,2020-12-14 18:21:39.186,com_soluciones_poc_cmf_process_activosbanco1_mes,1d09b75009db795a4d6c6037c20ed2cdac6ea074939dbef367c689374304b2d2,2019-09-01
Banco Santander-Chile,Cartera con morosidad de 90 d�as o m�s,633259.0,2020-12-14 18:21:39.186,com_soluciones_poc_cmf_process_activosbanco1_mes,7c8f9dac9c6a7aef7dcda9f546506ae1eff6d7d1d21d5d641e5739f341858be0,2019-09-01
Banco Security,Cartera con morosidad de 90 d�as o m�s,88625.0,2020-12-14 18:21:39.186,com_soluciones_poc_cmf_process_activosbanco1_mes,301b975ba38806e3859881001f30571f60e6d9277c3dd38a2f2322a0b011f8aa,2019-09-01
"Bank of China, Agencia en Chile",Cartera con morosidad de 90 d�as o m�s,0.0,2020-12-14 18:21:39.186,com_soluciones_poc_cmf_process_activosbanco1_mes,e9e924e91e1048c0059e0995765e768d15474e4f2efc605337498e0e071919c0,2019-09-01
"China Construction Bank, Agencia en Chile",Cartera con morosidad de 90 d�as o m�s,0.0,2020-12-14 18:21:39.186,com_soluciones_poc_cmf_process_activosbanco1_mes,bf3d20614178434f3480cc49d77b3a488759525609125013ebfbfcaba27b91d0,2019-09-01
HSBC Bank (Chile),Cartera con morosidad de 90 d�as o m�s,0.0,2020-12-14 18:21:39.186,com_soluciones_poc_cmf_process_activosbanco1_mes,589f80f61dbf102ae6d1db6994303c536e1842715bf88eed2d9d57163f2dfca0,2019-09-01
Ita� Corpbanca,Cartera con morosidad de 90 d�as o m�s,484063.0,2020-12-14 18:21:39.186,com_soluciones_poc_cmf_process_activosbanco1_mes,d3fb4d8087b8b6d6873ccc4e795be52b4125725291f8ee701c3f047e4817d1ee,2019-09-01
"JP Morgan Chase Bank, N.A.",Cartera con morosidad de 90 d�as o m�s,0.0,2020-12-14 18:21:39.186,com_soluciones_poc_cmf_process_activosbanco1_mes,0783cfdf9c923d1e255b7de703b5a9a66ec7a315432743daaecd4aac54355b0a,2019-09-01
Scotiabank Chile,Cartera con morosidad de 90 d�as o m�s,416312.0,2020-12-14 18:21:39.186,com_soluciones_poc_cmf_process_activosbanco1_mes,2cf30965fd191307e6db9199dc170ee264fe768c4446d8274e27b2e9ae1ca466,2019-09-01
Banco Bice,Cartera deteriorada,135985.0,2020-12-14 18:21:39.186,com_soluciones_poc_cmf_process_activosbanco1_mes,8243097f12b0a9715b48b266f1fa87d41694880687f3e940a77d7e5ef8a37fd5,2019-09-01
Banco BTG Pactual Chile,Cartera deteriorada,9385.0,2020-12-14 18:21:39.186,com_soluciones_poc_cmf_process_activosbanco1_mes,a35a5587e4a51580664a367fb05f9a588fb70aa7c40f52399055be11ec99ac57,2019-09-01
Banco Consorcio,Cartera deteriorada,98999.0,2020-12-14 18:21:39.186,com_soluciones_poc_cmf_process_activosbanco1_mes,07515c7018800f7ce7d409cceb5dbde92196367bf32d0e877fe4b596bc8cb238,2019-09-01
Banco de Chile,Cartera deteriorada,820793.0,2020-12-14 18:21:39.186,com_soluciones_poc_cmf_process_activosbanco1_mes,54899710e735424018a4911981999625b880ca6fbb964bba7670894f2f21ed5e,2019-09-01
Banco de Cr�dito e Inversiones,Cartera deteriorada,1360181.0,2020-12-14 18:21:39.186,com_soluciones_poc_cmf_process_activosbanco1_mes,4ddd85fd121392f676ff577154585efaf5735ab77576b3cad918bf03386c0ff5,2019-09-01
Banco del Estado de Chile,Cartera deteriorada,2029708.0,2020-12-14 18:21:39.186,com_soluciones_poc_cmf_process_activosbanco1_mes,18d1b85e794446a3e5f23c6c68544a148edbf80dcb26873b9c7824da40290c40,2019-09-01
