tbl_poc_cmf_activosbanco2_mes.instituciones,tbl_poc_cmf_activosbanco2_mes.producto,tbl_poc_cmf_activosbanco2_mes.monto,tbl_poc_cmf_activosbanco2_mes.mdm_fhnew,tbl_poc_cmf_activosbanco2_mes.mdm_processnew,tbl_poc_cmf_activosbanco2_mes.mdm_hash,tbl_poc_cmf_activosbanco2_mes.periodo_mes
Banco Santander-Chile,Activos/Adeudado por bancos (neto de provisiones)/Total,4130.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,606dafb8e94a67f10ee77023b23cbaef91a68b63735db34565a7516f9bea68da,2019-09-01
Banco Security,Activos/Adeudado por bancos (neto de provisiones)/Total,3100.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,5e816cfbf5089b5c8c1e2549d6f9c1918bc02d482fa980033e2b402cd9d88892,2019-09-01
"Bank of China, Agencia en Chile",Activos/Adeudado por bancos (neto de provisiones)/Total,0.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,7bdb67a098188f4881d2db28e0f549e0de28fbef3e7a80287d2f1ce10dff0294,2019-09-01
"China Construction Bank, Agencia en Chile",Activos/Adeudado por bancos (neto de provisiones)/Total,5408.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,1e4cba22487663f285bdfcdccbc57fd52b69823523678b995bee9c439cf1ec75,2019-09-01
HSBC Bank (Chile),Activos/Adeudado por bancos (neto de provisiones)/Total,40065.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,d49c8c3248d2b31e1ef041b232d21d62c931966aba543b12c77a3f3dbb237eed,2019-09-01
Ita� Corpbanca,Activos/Adeudado por bancos (neto de provisiones)/Total,109516.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,4b94ab478a7c7a429af30d32dcb6ce8a3308e483e00ba8f0ee29b0ac40c7cb8d,2019-09-01
"JP Morgan Chase Bank, N.A.",Activos/Adeudado por bancos (neto de provisiones)/Total,0.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,9cdc87a048ea38edffc9da66560f983f15f334a6fd2573256acad0bad8edeef2,2019-09-01
Scotiabank Chile,Activos/Adeudado por bancos (neto de provisiones)/Total,5592.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,0f2e6f60b925aa4c115fad3542272da651870a1039f45d858ed45e0704f5cddb,2019-09-01
Banco Bice,Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Total (1),0.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,16e76d6a079759870be36a788f9426ef33ec335d5d13630ebd3a35313f05c2f3,2019-09-01
Banco BTG Pactual Chile,Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Total (1),0.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,85d66e21798b2ff8faf448258fe551063dccdb9ea663687537f432edb0f67525,2019-09-01
Banco Consorcio,Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Total (1),30000.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,34da66cd49950f4dccc0044ecb26984d636d1b0db0bfcec9daf5987291ddc303,2019-09-01
Banco de Chile,Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Total (1),100000.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,8fbe342fe38c67b74874ba6ecff6f04e00fe573fb3734bbc071214b415af43fb,2019-09-01
Banco de Cr�dito e Inversiones,Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Total (1),0.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,562ca6c6409511a027baeae5c434ae3d9c3f48fab132057fa0cc609e7f516f09,2019-09-01
Banco del Estado de Chile,Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Total (1),752.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,d426aa26b622e053595dab1bf6a1923dc599511947fcff597d336f2f57dd5a64,2019-09-01
Banco do Brasil S.A.,Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Total (1),12772.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,62fd64d98cb07d2650898ae71e0b8381869482004d9d8f77a432595ab2123b9c,2019-09-01
Banco Falabella,Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Total (1),0.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,af41dfbeda9db6eb21017ae390209ad769090e76973275a1ad4567c227834590,2019-09-01
Banco Internacional,Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Total (1),0.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,45beb32765ffc24856d23150af51ee1edf66df9f81ba77ddf7d044c6411f1177,2019-09-01
Banco Ripley,Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Total (1),0.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,c1f800b7324320c9a87c27a26cdfca7e7a8b58b3b2b988d5a435cc70523b51c4,2019-09-01
Banco Santander-Chile,Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Total (1),0.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,9092d7d4a1f5732301296675c4015c78698302d97d70e408ff9e42a7a5c3f943,2019-09-01
Banco Security,Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Total (1),1137.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,ca6d9acd26a49b5457f9586360e152d1796f872107dd7cdf638baaa82a370fb0,2019-09-01
"Bank of China, Agencia en Chile",Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Total (1),0.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,26a39eb2fc5b72989d364e7d635b658bb1730cfd6ac49e54705b5fac0a999d19,2019-09-01
"China Construction Bank, Agencia en Chile",Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Total (1),5420.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,a04940b45f69ed1623148f21de26d91ac610aecf167d4b36212d2a93c7d8296c,2019-09-01
HSBC Bank (Chile),Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Total (1),17495.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,5a0745801adf86cb0fca52390cd32ed574c0f331893f693ecedb1e512454d23e,2019-09-01
Ita� Corpbanca,Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Total (1),0.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,9a20683132e17eeee5abfe1c75e43eaa847c6b65e7a6693f6c4e938659dddc27,2019-09-01
"JP Morgan Chase Bank, N.A.",Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Total (1),0.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,0870d4e97b74102f693b710ace033155ac5b55365cf5d0ff5d8b65a7b0320984,2019-09-01
Scotiabank Chile,Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Total (1),0.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,050bf4cf2ad2ae395f2ff4c4878b5d099c7a3add949d04bcdbb0fd63aa532d3d,2019-09-01
Banco Bice,Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Pr�stamos interbancarios,0.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,199728e9bac95a99c0835d685262d42a9a3f7404a7e4d4feac59aedd93c3a1eb,2019-09-01
Banco BTG Pactual Chile,Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Pr�stamos interbancarios,0.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,53bfd335f322e0868378a065724db592117f42addbe2255ae9e394c2013d8a20,2019-09-01
Banco Consorcio,Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Pr�stamos interbancarios,30000.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,b41f380d345bc8aab8ec36006384143e5feeae16b1b879f2454fbf51030ced23,2019-09-01
Banco de Chile,Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Pr�stamos interbancarios,100000.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,69e2ec364a8ec980bf201c90fc63ebded0d70ba1452047cc7bbbb0749912d1d0,2019-09-01
Banco de Cr�dito e Inversiones,Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Pr�stamos interbancarios,0.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,6eccc42b4142324caf0cfdaca9fcbbf41e9c6ca4e670cf379e3adf740b583a40,2019-09-01
Banco del Estado de Chile,Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Pr�stamos interbancarios,752.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,724629543c8ea48682bb6751463a97128c78c63de065acdc1fe75d081bb7e758,2019-09-01
Banco do Brasil S.A.,Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Pr�stamos interbancarios,12772.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,e2f3b56e94a939469b17504d04d6b60e6b145cff46ced2d05cea63b159bbeca3,2019-09-01
Banco Falabella,Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Pr�stamos interbancarios,0.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,31be5863150ea31e5ce8540f210434c4947d5b80430ebdffb0ff938579ce10e5,2019-09-01
Banco Internacional,Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Pr�stamos interbancarios,0.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,987abe3e803df319fb8816ba264051755f4dce91d29850af6dde28dc151d98ca,2019-09-01
Banco Ripley,Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Pr�stamos interbancarios,0.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,832d2a9d1563fb5c2f46e5d876857ac56bb802ded07a1c84cf15c0ce12f10e88,2019-09-01
Banco Santander-Chile,Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Pr�stamos interbancarios,0.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,746d0a516bdeb40c96e830b05d6e7a2281dedb29ddab142ab5a7967809e9c953,2019-09-01
Banco Security,Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Pr�stamos interbancarios,0.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,957a6f6e951320b97620a2f2f48fe8e5ac3718f51fcb05950214a9bed2904043,2019-09-01
"Bank of China, Agencia en Chile",Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Pr�stamos interbancarios,0.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,d8a39278cc471683ad705b323978e9ceaaab85c91d5e302d3d6b5cf6593e74ad,2019-09-01
"China Construction Bank, Agencia en Chile",Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Pr�stamos interbancarios,5420.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,34f48e1b1207de020eb7ad76867b371eb8ae8a77530dd2b00619102931858131,2019-09-01
HSBC Bank (Chile),Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Pr�stamos interbancarios,17495.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,15a593603f230c34ac4e15250c66ebff003048f0c8669a7455c965deac230aeb,2019-09-01
Ita� Corpbanca,Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Pr�stamos interbancarios,0.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,b170fffd2b00c73ce253a3ce314c9b3e53244350de3cbec55771c7ae3a2a6ff3,2019-09-01
"JP Morgan Chase Bank, N.A.",Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Pr�stamos interbancarios,0.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,022c52debb3d85e1637aeabe69823f2a0096bc02647c7acb08a05242033c1f87,2019-09-01
Scotiabank Chile,Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Pr�stamos interbancarios,0.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,fbae17cc95435d6f1c1383b3af05c981670311fdb04200a9f7bdfda10bb1c85a,2019-09-01
Banco Bice,Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Cr�ditos de comercio exterior,0.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,c564a888b646ede886426f6d50f95de626f98419543a00f2312bbe981a5c934b,2019-09-01
Banco BTG Pactual Chile,Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Cr�ditos de comercio exterior,0.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,4556ed9bef47a5ecd8825a75c26350f70914db2fc6ccbd84da9b424b217592e6,2019-09-01
Banco Consorcio,Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Cr�ditos de comercio exterior,0.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,3ab88305da1ed477e837282775081f5da1bb14ac6141248ba8f4c7bfd64db2ed,2019-09-01
Banco de Chile,Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Cr�ditos de comercio exterior,0.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,0292df284374bb33ecaea391bb0c24d479de9a59fc070a335acbc991bce10835,2019-09-01
Banco de Cr�dito e Inversiones,Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Cr�ditos de comercio exterior,0.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,dde26995ef8309ae6ea950461282f55379a11455529382e8ad158532d4d865f5,2019-09-01
Banco del Estado de Chile,Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Cr�ditos de comercio exterior,0.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,5d188584ea7cfb493fed722ab1af3b54fa878eaf0d5f464a7e27fe45b5856db5,2019-09-01
Banco do Brasil S.A.,Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Cr�ditos de comercio exterior,0.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,2b2db72b6f7599b8f6d5db29c729d7c249216cce10505cb17daa8076108f5732,2019-09-01
Banco Falabella,Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Cr�ditos de comercio exterior,0.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,f842d4272c49225575abf5799feb432fe63649bde8d048577a5bd70cc347e590,2019-09-01
Banco Internacional,Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Cr�ditos de comercio exterior,0.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,8bacdc96e93f3e1abf6f397b7d460ac62f1ada78dd27c27c3e10e1d0d70f71b8,2019-09-01
Banco Ripley,Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Cr�ditos de comercio exterior,0.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,48dc7be489c69d69ef0d33a921b9ff6c104d5747dd73a72a4df1b68786a78dec,2019-09-01
Banco Santander-Chile,Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Cr�ditos de comercio exterior,0.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,82c44c3f8620a91478456353cc358da93786b0f57247a7a092024d95aa2a7753,2019-09-01
Banco Security,Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Cr�ditos de comercio exterior,1137.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,e9f0ca4ae966bca83e5b0a97e7fe59949d023c1569d39aeb069d54df2596a662,2019-09-01
"Bank of China, Agencia en Chile",Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Cr�ditos de comercio exterior,0.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,1a9cb1694469f03e5f669033c957d155f88ee75a828c63359e70842f0bfd65f9,2019-09-01
"China Construction Bank, Agencia en Chile",Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Cr�ditos de comercio exterior,0.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,efc52cb5857c40f044c0bd03c704e4188229c6c9dfb5a974362e48e74edde2fb,2019-09-01
HSBC Bank (Chile),Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Cr�ditos de comercio exterior,0.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,614bccc6d9eee228778c79aa4098b3f569910bfe4a1356baad8c3643b3097732,2019-09-01
Ita� Corpbanca,Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Cr�ditos de comercio exterior,0.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,9b81744ba75ab84175920008268fd3e0c4e55771bfcc197e31172583ab1a14eb,2019-09-01
"JP Morgan Chase Bank, N.A.",Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Cr�ditos de comercio exterior,0.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,1d8b1f312e77d9843a93c4d4ae2630359ab8607f63591bb4aac747de14cb6789,2019-09-01
Scotiabank Chile,Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Cr�ditos de comercio exterior,0.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,87f82561bcffe5b0107c40de223e633c7e8267598036a44b85dfc198e5055a89,2019-09-01
Banco Bice,Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Provisiones para cr�ditos con bancos del pa�s,0.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,094cb7e9fd4891f42fbf7349cb296cce0acad655ade551531ebe76d5a64eabb1,2019-09-01
Banco BTG Pactual Chile,Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Provisiones para cr�ditos con bancos del pa�s,0.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,710a2b1a9f371eddc2c6e61087bbbb6ade5c179344bfb902fd9f2af2bd4f1214,2019-09-01
Banco Consorcio,Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Provisiones para cr�ditos con bancos del pa�s,25.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,03bc8bdefc660abb95258dd650568730a64e8cfbf5acce092a561939e889472b,2019-09-01
Banco de Chile,Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Provisiones para cr�ditos con bancos del pa�s,36.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,e17338d4719db798e2fb85ef7e104cab7ee311edb7c77464a251e59e7f94a42a,2019-09-01
Banco de Cr�dito e Inversiones,Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Provisiones para cr�ditos con bancos del pa�s,0.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,3d8850730af9da1918fada51bf477a152ab99beba12ef5a2c38366cd0fea6bca,2019-09-01
Banco del Estado de Chile,Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Provisiones para cr�ditos con bancos del pa�s,13.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,353ff230c53c12efe756e0d697547e80d53d3b457c2c670a33f1f64c24803e61,2019-09-01
Banco do Brasil S.A.,Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Provisiones para cr�ditos con bancos del pa�s,8.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,26234e1a2f94902355f30ce01c16c0734cf0dd268bdf32b69aa96c09d23fa226,2019-09-01
Banco Falabella,Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Provisiones para cr�ditos con bancos del pa�s,0.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,eca6010879e5d962e7f657fd59d63c6eab97d9ea8ecbecb9a889bf8e3820aaad,2019-09-01
Banco Internacional,Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Provisiones para cr�ditos con bancos del pa�s,0.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,45f90ed7dca672cb2aaf887f04a90b2c34662195ecb932c85b25384e275acbd4,2019-09-01
Banco Ripley,Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Provisiones para cr�ditos con bancos del pa�s,0.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,f1f2df6da1ec9e2d28a0c774506f66a7dd97e0ad415b49e7bf7464d3bdfd153e,2019-09-01
Banco Santander-Chile,Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Provisiones para cr�ditos con bancos del pa�s,0.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,436fc6b18b21f77d6cb333d99e20eda4d98f1ede7decd9becab6dcff075992a8,2019-09-01
Banco Security,Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Provisiones para cr�ditos con bancos del pa�s,1.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,21cc730438892bce6cd2fa2375c203799c029c43404eaaeee94cff18858c374c,2019-09-01
"Bank of China, Agencia en Chile",Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Provisiones para cr�ditos con bancos del pa�s,0.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,7749a73be8950665c9301e81ea1a4caf25883965ee9e12db310f05d60aedb912,2019-09-01
"China Construction Bank, Agencia en Chile",Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Provisiones para cr�ditos con bancos del pa�s,12.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,b13d88e244488530872319cbc719307bacd48f85d0c3c5b894d11e564d43dc66,2019-09-01
HSBC Bank (Chile),Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Provisiones para cr�ditos con bancos del pa�s,6.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,ad244a51bcac7b326d1eb9b2203ddfffa1814007c31d216475c61f0d151ae0ed,2019-09-01
Ita� Corpbanca,Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Provisiones para cr�ditos con bancos del pa�s,0.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,5e0c285fc16dc1b94398d7e0d696dbc0c3d5db5a45c5ab7d1e334c0d7549b94f,2019-09-01
"JP Morgan Chase Bank, N.A.",Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Provisiones para cr�ditos con bancos del pa�s,0.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,3f4edda334c4f8875017f558d28a1e5a677dcb7c56adeababdfc324c78b52713,2019-09-01
Scotiabank Chile,Activos/Adeudado por bancos (neto de provisiones)/Bancos del pa�s/Provisiones para cr�ditos con bancos del pa�s,0.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,cb6ce3445e9b91c2078dc3f3eaf66fc0bca7ec503abe07930d29238eadff7469,2019-09-01
Banco Bice,Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Total (1),0.00,2020-12-14 20:29:56.307,com_soluciones_poc_cmf_process_activosbanco2_mes,5c81c2d07fc6a5e0905086fcff6602211796357bcd83f28118c0c8ec4ef0b8ed,2019-09-01
