tbl_poc_cmf_activosbanco2_mes.instituciones,tbl_poc_cmf_activosbanco2_mes.producto,tbl_poc_cmf_activosbanco2_mes.monto,tbl_poc_cmf_activosbanco2_mes.mdm_fhnew,tbl_poc_cmf_activosbanco2_mes.mdm_processnew,tbl_poc_cmf_activosbanco2_mes.mdm_hash,tbl_poc_cmf_activosbanco2_mes.periodo_mes
Banco de Cr�dito e Inversiones,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/En cuotas,2393464,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,667d00785cd204660b285d0208c43afc11160451e0160854ba16015a35cd1f98,10/1/2019
Banco del Estado de Chile,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/En cuotas,1829485,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,2cdcbef7674edab9a708328abb5d070f24c46082cfb936db37e8d7ae1f07b25e,10/1/2019
Banco do Brasil S.A.,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/En cuotas,0,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,dc59cdcfbb922a882823d40c8827980ddafa5fc97648225c4308a8f16f58056a,10/1/2019
Banco Falabella,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/En cuotas,1095265,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,4d2071aaedbfd9a57ae313ccb6ea044872797afb197ab13a4bf7c2cb8b9e2c35,10/1/2019
Banco Internacional,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/En cuotas,9080,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,afadfcc959323f005a8e764ac8e8e11f477857ac6f7ca6642903fe32e5d958dc,10/1/2019
Banco Ripley,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/En cuotas,148969,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,27b764a0ac1a53ddc7f9645ce87ad9125a42c78c35030f9cb0baf0b1b4d49c84,10/1/2019
Banco Santander-Chile,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/En cuotas,3442553,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,421f7055fc724d5e3948c5b9e9ff724eb1e8ae33b57d329c934c3afaf16d6978,10/1/2019
Banco Security,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/En cuotas,338257,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,92cfb81a3e232baa03ab8048bab0a96a71ca08c6a2731d152e9b037bc2cbe19a,10/1/2019
"Bank of China, Agencia en Chile",Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/En cuotas,0,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,54c3bcdb4fe1e99ec159ea62c22525d9a3024e0d7ea1cd753a4f7a668dc520cf,10/1/2019
"China Construction Bank, Agencia en Chile",Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/En cuotas,0,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,bf0beeb1076de039afe3809ad9a196fca8124fd31cf5c4a136fbb1e5039238c7,10/1/2019
HSBC Bank (Chile),Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/En cuotas,170,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,a40269c6636e93ad30e666b349a0701283257cdede095bb69e100259f7c080d7,10/1/2019
Ita� Corpbanca,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/En cuotas,1981760,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,dc14c9fec315c3853b97527651d73837fd91cb0a39eb2e36f9aeebe19ccdfaf1,10/1/2019
"JP Morgan Chase Bank, N.A.",Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/En cuotas,0,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,82284cc4b5f638cf7b1ff7e4875e20a9a7236ff4ad10458a6883db85d764848e,10/1/2019
Scotiabank Chile,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/En cuotas,1782235,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,454b26adf2644dad369a11f78e20afbbeef689a03d5c1f943aa19d7f3df45799,10/1/2019
Banco Bice,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Tarjetas de cr�dito,43366,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,993913b6585df5d6e8119fc466c0b6700ce630acf6422150a0f38e25fac0f1c9,10/1/2019
Banco BTG Pactual Chile,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Tarjetas de cr�dito,0,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,d3a57c9425dfe1de6afaec47a85aea8a262a1a1eeb0d67df04b3d9b948a2317b,10/1/2019
Banco Consorcio,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Tarjetas de cr�dito,1432,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,73501ddc9b30d1f71da0792ab0a23c5facd8b013d7c3a9d299df3dd11c211483,10/1/2019
Banco de Chile,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Tarjetas de cr�dito,1151216,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,6bf2070cb1546d8b38f0c81912c9abe00a23348cc189c9e2523733477557cabd,10/1/2019
Banco de Cr�dito e Inversiones,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Tarjetas de cr�dito,1339095,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,ddfe045b2857be1c75c17fc201b08e8480b8029677d74ac152d743c462e8191d,10/1/2019
Banco del Estado de Chile,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Tarjetas de cr�dito,340194,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,8960192c56f6f5c475b0c56ede0a5494e2e485894224e65d9a1ce914076d9543,10/1/2019
Banco do Brasil S.A.,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Tarjetas de cr�dito,0,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,e9384f642635600057db083c8e593f5adf8d53634ef5a1dfec2013f03defe3d9,10/1/2019
Banco Falabella,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Tarjetas de cr�dito,2086004,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,f41c93e5ea0800348ae97f93fd61dbac36e66031d0edb2a7cef5476c9ff5e290,10/1/2019
Banco Internacional,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Tarjetas de cr�dito,961,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,c9f7766c9753c6a1779a124066578ad5e0ef6db7ee269bef821e9bce787b37ad,10/1/2019
Banco Ripley,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Tarjetas de cr�dito,720469,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,aab93c0f8d15039fa1d09ee9ac15c51c69002711e5949f3a8b1167213585ffcc,10/1/2019
Banco Santander-Chile,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Tarjetas de cr�dito,1360114,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,2482e73a455bcdeec6829a70df2395df038f177936d0fc1da24c6d81e499a42b,10/1/2019
Banco Security,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Tarjetas de cr�dito,120904,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,7066247b8cd65f429a82a5cedcb915a0f19bdee7eff5cd1fdd426b9a935c55da,10/1/2019
"Bank of China, Agencia en Chile",Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Tarjetas de cr�dito,0,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,d83a3bd60859375a9510df3c02e240b8deb2a912d4975e791e2f09c6a6b34d3c,10/1/2019
"China Construction Bank, Agencia en Chile",Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Tarjetas de cr�dito,0,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,620e2472f68f1a3072783c2e13fff1e9321ac3d24ee5068301637ecd12c18797,10/1/2019
HSBC Bank (Chile),Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Tarjetas de cr�dito,0,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,6c8edbe5f0c6106590c7c31877b4a107e58bfee6023c54bf6c2fb98fab117f43,10/1/2019
Ita� Corpbanca,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Tarjetas de cr�dito,515743,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,6c4d13ebda0a7329dfa56f028c011edc1411e36f6240afd99923215f23b5c1b9,10/1/2019
"JP Morgan Chase Bank, N.A.",Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Tarjetas de cr�dito,0,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,536c8772892d35376f2a450e7dd0c55a6bf129df0f4998a267123b0da108202f,10/1/2019
Scotiabank Chile,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Tarjetas de cr�dito,1550214,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,cf1d3b4e852c3fb5b8f747122d743afd8d8fbb208b4452bda99987cc0f2fe168,10/1/2019
Banco Bice,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Otros,12552,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,ea0f0ad9ac4e1c32bc8e25c5848312b32e9c4a583394a5fba63b86da94ffb736,10/1/2019
Banco BTG Pactual Chile,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Otros,0,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,f81ca7336f7a0a69eae185f974462cf74e8da6c8ed4af813dc21e752abbb0247,10/1/2019
Banco Consorcio,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Otros,1688,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,5c6a73c69bd8d4be27fab917c79da6bb04f9617882ff6830837aa28afcdaa232,10/1/2019
Banco de Chile,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Otros,305606,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,17fd7854cd48d683049e0e8463b602457535b9af5482f8657b53aba5af26f4db,10/1/2019
Banco de Cr�dito e Inversiones,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Otros,153260,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,367129fba536d89671601881b2970fc5fa4cc20098832292bc8fcef81e276207,10/1/2019
Banco del Estado de Chile,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Otros,102676,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,2b69f4bd1a560b7739421c0f0a89922b5800421c17d86b2f4c825ae4b10c6e57,10/1/2019
Banco do Brasil S.A.,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Otros,0,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,a80199dd6d5bd01aeccd42cdc4a1e745097c7b66d38286b15990e264766ebb54,10/1/2019
Banco Falabella,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Otros,59015,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,e98361e90199fb4cb9eaa5c3e9e2e326ed8c4c837bfd7eb2ac17add564fcda7b,10/1/2019
Banco Internacional,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Otros,1040,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,97ab644610ca159a5a67ebbe581387a04a1b47ba6e0adcf80288b2a3d2bae423,10/1/2019
Banco Ripley,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Otros,0,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,03a31f4e5ba9010fd4046b68df4a6824515dea346fd2e9bda779f0521a31cad1,10/1/2019
Banco Santander-Chile,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Otros,255460,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,137e16380be4fdfaddba4eda2b5faacf76c51db714d1dc95866195a4d0b2dc49,10/1/2019
Banco Security,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Otros,84085,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,6cc4fffdcb7ce04d7920401e98c41104507eabf4badc58ad6e5e33235d9e14da,10/1/2019
"Bank of China, Agencia en Chile",Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Otros,0,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,e79971bd1e03cc7b1ec4f756583b49437ab6e7afc7448380b9ba0cd3a2cd1695,10/1/2019
"China Construction Bank, Agencia en Chile",Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Otros,0,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,4b21c4b23fde9107966ada70a2867bbc605ad278ce7e93f417bdfd546ec7cb5c,10/1/2019
HSBC Bank (Chile),Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Otros,0,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,a31d3407e716e97fa11a613c4d4c23e2dbbf1875fda45b2cccd6f8c9f39d28b7,10/1/2019
Ita� Corpbanca,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Otros,256158,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,d97cb649cac1f17e9fe1e5870c58822e3338cb7d7ae93fabc31d725acd0426b9,10/1/2019
"JP Morgan Chase Bank, N.A.",Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Otros,0,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,f6076ce0a3f5d0411de82c77293478da629e20be31ae93e3d09887e131cee2c9,10/1/2019
Scotiabank Chile,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Otros,116992,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,7881028adc80243fb917b5973ff40666a3a3ed055277f7d7d64d60d6777a8ec3,10/1/2019
Banco Bice,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Provisiones,2529,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,efa7cdaf7a8b8e3e69fd163d3af19cfebcb32c4c22946a708d10fe78fbf0e60f,10/1/2019
Banco BTG Pactual Chile,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Provisiones,0,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,4a878af6a3f52ee48e73a668d4bb1f8e05a265748f1bd37744b7a7618afff451,10/1/2019
Banco Consorcio,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Provisiones,4353,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,46d68b88e40b6007f87ec89cc7e94d4cf2d74812336002cc27da5094d9173ce8,10/1/2019
Banco de Chile,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Provisiones,323695,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,a4e117bad6febe3f1b9f1e80800fb1815e88cf45b5e251bc799144367f9b1e07,10/1/2019
Banco de Cr�dito e Inversiones,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Provisiones,265340,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,0a37b6495d468033c9e6f42a339b5d0b05bc61b8db9cfc970ba334df35000195,10/1/2019
Banco del Estado de Chile,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Provisiones,201043,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,5df5b799d33456e227f09a819911fc7d7dd39fcb5a3c3332fc4119ca0e22bcfa,10/1/2019
Banco do Brasil S.A.,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Provisiones,0,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,caf093f31291270810ae1f8e90faf407424848c8c57f55df1ab36cf33020b7d1,10/1/2019
Banco Falabella,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Provisiones,213556,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,f493529122daf145edc0bd83abb11efb186c02609d919348ccd2fba10ccaeaf9,10/1/2019
Banco Internacional,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Provisiones,554,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,e2f56eee12f54b8ff4439fe805b1e72e2a51dca79d4ce20635582893b43fa880,10/1/2019
Banco Ripley,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Provisiones,99843,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,1c0d04e3dd30039e065a2c290aff43e1f31f8acfc8af31b96965cf853fe1c5f9,10/1/2019
Banco Santander-Chile,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Provisiones,263268,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,a24b06b91093f11cb173ac95fa4e5cea4f31cdca8cb85513c418fe0bcce84d11,10/1/2019
Banco Security,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Provisiones,22908,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,29f4c7da16d84166a7206bfa264f935120d9e1b974a87dd926f2d288cf77e12a,10/1/2019
"Bank of China, Agencia en Chile",Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Provisiones,0,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,75b5cf274d0f7b477ae8ba08f8ee0890ca4ab466509d3bda3ecf04dc200c1b43,10/1/2019
"China Construction Bank, Agencia en Chile",Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Provisiones,0,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,6ace96c0a33e54cbeb7c1e5a8b4dcbd51e1cb4cb1ef734dabcf979841c8abfee,10/1/2019
HSBC Bank (Chile),Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Provisiones,1,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,9622c72dbe2fc52522c42c47d42b337290b5037fd47edefbfcda938a4d4518dc,10/1/2019
Ita� Corpbanca,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Provisiones,196230,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,d39cf2e8be9af03e976aa5cd1c8dcd0b7d36ec279f0ce0cc418c926a7d06335b,10/1/2019
"JP Morgan Chase Bank, N.A.",Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Provisiones,0,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,c3cfaf94c89075c6f24ca5adf6a55a224125ecd9a4008b7959bd53d0c46d1ffe,10/1/2019
Scotiabank Chile,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Provisiones,253494,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,9aa53f00a6fe1d85bc30c4a2311e1b21a19a82b6dbe4f951ba8e64251231eb95,10/1/2019
Banco Bice,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Vivienda (1)/Colocaciones,1080353,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,7c39c6295bb55c04e0da0d421481378718a00346ca5aab8a4a72b590219b52d4,10/1/2019
Banco BTG Pactual Chile,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Vivienda (1)/Colocaciones,0,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,b93462f6322f2e86e19fe91e034f0596f72032d369d7e95e93159dae2d18e54d,10/1/2019
Banco Consorcio,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Vivienda (1)/Colocaciones,355612,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,b54c925f28100eb8b09ff3711b3d4bbde4d0f9c80233761054aa692cb9f3279c,10/1/2019
Banco de Chile,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Vivienda (1)/Colocaciones,8964999,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,8439339a6ab5d7c3c898673c79db38fcd6c299c7dc4cb407affe0289075d4aa3,10/1/2019
Banco de Cr�dito e Inversiones,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Vivienda (1)/Colocaciones,8105950,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,a8cfb3da40eaa52705d22d08823c269ff0a174f479ea9667632ac162e6561256,10/1/2019
Banco del Estado de Chile,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Vivienda (1)/Colocaciones,10036907,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,6257a6ea0cf3721f6e667c62381d2e96ae3b89d17a29ace9de7ff013847687e1,10/1/2019
Banco do Brasil S.A.,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Vivienda (1)/Colocaciones,0,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,0adf4b24b5830487d642ff417f614b4e11c649fa0e55b756f4ed9e7cfec12a3e,10/1/2019
Banco Falabella,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Vivienda (1)/Colocaciones,480583,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,de496c4235fe9edcc8fd21437a37e7dd0be6d7b1c7df5a605288347b9209caad,10/1/2019
Banco Internacional,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Vivienda (1)/Colocaciones,34520,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,3e2bc5811b2492dca3e6e1650bca6dd00a2febacde20e159a7c19e7a5d983e53,10/1/2019
Banco Ripley,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Vivienda (1)/Colocaciones,26876,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,acb1bc2db8264f19da70be15f7e30a27a7625b9e42fe0696cef07d9a5d542593,10/1/2019
Banco Santander-Chile,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Vivienda (1)/Colocaciones,10943173,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,9d1c4bf5978c8ca55d45f0aaaec9e40065592e100e9af56477e6400c283aff64,10/1/2019
Banco Security,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Vivienda (1)/Colocaciones,711105,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,52f7178cbbcd9f06b469881ef32edd9a7967b62b4e93368945d76eb8ed533c51,10/1/2019
"Bank of China, Agencia en Chile",Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Vivienda (1)/Colocaciones,0,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,69e86af23bb9fa571eed892acc5bb8dccc799b1b8fd6ea67f460ed2c21309c26,10/1/2019
"China Construction Bank, Agencia en Chile",Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Vivienda (1)/Colocaciones,0,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,7f75b4ed84a9fc5d43d428e6f268c401af2ed50d7bb96a3e3f1b8709b9f397e4,10/1/2019
HSBC Bank (Chile),Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Vivienda (1)/Colocaciones,0,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,65de9b044c2275737ad1edd3162340fb4b5a26b42afa87a1eebeec98368eb2dd,10/1/2019
Ita� Corpbanca,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Vivienda (1)/Colocaciones,4687040,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,f1525e2fd1f32a2cfe2f3a2996df7425a90fffb682f81da99e4fa26833f946d4,10/1/2019
"JP Morgan Chase Bank, N.A.",Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Vivienda (1)/Colocaciones,0,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,530c638f4bcf7e23ac3e193bf0823c0a31d5bbdf9d03387ba79d62c52fb6c7bb,10/1/2019
Scotiabank Chile,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Vivienda (1)/Colocaciones,8886535,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,e163fcc721f907ec7f195511c62115429160e260b5b19c919bab2a122f1bcc45,10/1/2019
Banco Bice,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Vivienda (1)/Provisiones,1248,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,62507d89f5770387caf4e2f5fe6be32d97ba90effec9ae6767e49c31e5a8fb6e,10/1/2019
Banco BTG Pactual Chile,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Vivienda (1)/Provisiones,0,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,bbf66da2929042a6706f0d2ecfa77e48168da77f90eb4fcf2c7bdceb144a9553,10/1/2019
Banco Consorcio,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Vivienda (1)/Provisiones,794,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,3ee87c0ebb6adac49609a1841b5d07d571bf97a05c74e7243774f8fb4684db4d,10/1/2019
Banco de Chile,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Vivienda (1)/Provisiones,28159,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,effdc5e7f07400d00a41ea0189ea32419b2d75d4e97c1fbd4a3ab28ee8a62cc5,10/1/2019
Banco de Cr�dito e Inversiones,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Vivienda (1)/Provisiones,38252,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,10d2ae3169b834424d3f6854e172a06991824e59227da6bfda7ec8fda9dc72f6,10/1/2019
Banco del Estado de Chile,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Vivienda (1)/Provisiones,165642,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,ebd2f5de00c1f8e5d38142921d79631451f6f1112bfc0ab58b20fd6611a9995e,10/1/2019
Banco do Brasil S.A.,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Vivienda (1)/Provisiones,0,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,44a17e9a173eed06afe494172780da1e2fe06ebc9e0739cc6ebb6442e20e9180,10/1/2019
Banco Falabella,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Vivienda (1)/Provisiones,3445,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,9e128b57ad9b5f37409cb0dee3b198f671f8bfeee8946497035202d351548958,10/1/2019
Banco Internacional,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Vivienda (1)/Provisiones,177,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,f462b4836c68e952468e2c04c1917bbfebfc3b8cd363682fb5a78ab3037648b7,10/1/2019
Banco Ripley,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Vivienda (1)/Provisiones,114,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,aef40c1a5b195360d7f00424df97c840ca5c65835b1752146d25ba701a8780c2,10/1/2019
Banco Santander-Chile,Activos/Cr�ditos y cuentas por cobrar a clientes /Personas/Vivienda (1)/Provisiones,62366,30:45.8,com_soluciones_poc_cmf_process_activosbanco2_mes,8f71ebae619013f919a89b7179664a435d8833701ab3ef96cfac868e60a8c25a,10/1/2019
