periodo_mes||institucion_nom||producto_nom||activo_mon||activo_mon_mes_ant
201912||Banco Security||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Provisiones para créditos con bancos del país||0.00||0.00
201912||Itaú Corpbanca||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Provisiones para créditos con bancos del país||0.00||0.00
201912||Banco do Brasil S.A.||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Créditos de comercio exterior||0.00||0.00
201912||Banco del Estado de Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Provisiones||376179.00||375563.00
201912||Bank of China, Agencia en Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Total||0.00||0.00
201912||Banco Ripley||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Provisiones||105495.00||103031.00
201912||Banco de Chile||Activos/Créditos y cuentas por cobrar a clientes /Colocaciones comerciales (empresas) (1)/Colocaciones||16284109.00||16601362.00
201912||Banco BTG Pactual Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Provisiones||0.00||0.00
201912||Banco Consorcio||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Préstamos interbancarios||0.00||0.00
201912||Scotiabank Chile||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Provisiones para créditos con bancos del país||0.00||0.00
201912||Itaú Corpbanca||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Préstamos interbancarios||37803.00||45738.00
201912||Banco Ripley||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Créditos de comercio exterior||0.00||0.00
201912||JP Morgan Chase Bank, N.A.||Activos/Créditos y cuentas por cobrar a clientes /Total (1)||0.00||0.00
201912||Itaú Corpbanca||Activos/Créditos y cuentas por cobrar a clientes /Personas/Total||7674270.00||7584994.00
201912||Banco de Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Tarjetas de crédito||1195614.00||1136267.00
201912||Bank of China, Agencia en Chile||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Préstamos interbancarios||0.00||0.00
201912||Bank of China, Agencia en Chile||Activos/Créditos y cuentas por cobrar a clientes /Total (1)||0.00||0.00
201912||Banco Falabella||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Otros||58175.00||59089.00
201912||Banco Consorcio||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Total (1)||0.00||0.00
201912||Banco de Chile||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Préstamos interbancarios||150007.00||100005.00
201912||HSBC Bank (Chile)||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Préstamos interbancarios||15105.00||35789.00
201912||JP Morgan Chase Bank, N.A.||Activos/Créditos y cuentas por cobrar a clientes /Colocaciones comerciales (empresas) (1)/Provisiones||0.00||0.00
201912||Bank of China, Agencia en Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Provisiones||0.00||0.00
201912||Bank of China, Agencia en Chile||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Provisiones para créditos con bancos del exterior||0.00||0.00
201912||Banco de Crédito e Inversiones||Activos/Créditos y cuentas por cobrar a clientes /Provisiones constituidas de créd. y ctas. por cob. a clientes||668321.00||680687.00
201912||JP Morgan Chase Bank, N.A.||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/En cuotas||0.00||0.00
201912||Banco Security||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Tarjetas de crédito||126528.00||120392.00
201912||Banco Security||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Provisiones||23689.00||22979.00
201912||Banco Santander-Chile||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Total (1)||0.00||0.00
201912||Bank of China, Agencia en Chile||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Total (1)||0.00||0.00
201912||Banco Consorcio||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Préstamos interbancarios||0.00||0.00
201912||Bank of China, Agencia en Chile||Activos/Créditos y cuentas por cobrar a clientes /Colocaciones comerciales (empresas) (1)/Provisiones||0.00||0.00
201912||Bank of China, Agencia en Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Provisiones||0.00||0.00
201912||Banco de Crédito e Inversiones||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Préstamos interbancarios||0.00||0.00
201912||Banco de Crédito e Inversiones||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/En cuotas||2417146.00||2407588.00
201912||Banco Santander-Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Otros||250949.00||257833.00
201912||Banco Internacional||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Créditos de comercio exterior||0.00||0.00
201912||Banco Internacional||Activos/Créditos y cuentas por cobrar a clientes /Personas/Total||48377.00||46937.00
201912||Banco Ripley||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Total (1)||0.00||0.00
201912||HSBC Bank (Chile)||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Total (1)||15105.00||35789.00
201912||Scotiabank Chile||Activos/Créditos y cuentas por cobrar a clientes /Provisiones constituidas de créd. y ctas. por cob. a clientes||534890.00||537219.00
201912||Scotiabank Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Provisiones||257908.00||257765.00
201912||HSBC Bank (Chile)||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Créditos de comercio exterior||0.00||0.00
201912||Banco Falabella||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Préstamos interbancarios||0.00||0.00
201912||Bank of China, Agencia en Chile||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Créditos de comercio exterior||0.00||0.00
201912||Banco de Crédito e Inversiones||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Préstamos interbancarios||458145.00||429889.00
201912||Itaú Corpbanca||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Total||2798229.00||2800818.00
201912||HSBC Bank (Chile)||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Provisiones||1.00||1.00
201912||Banco del Estado de Chile||Activos/Créditos y cuentas por cobrar a clientes /Total (1)||25812815.00||25790879.00
201912||Banco Santander-Chile||Activos/Créditos y cuentas por cobrar a clientes /Colocaciones comerciales (empresas) (1)/Provisiones||512442.00||524786.00
201912||China Construction Bank, Agencia en Chile||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Créditos de comercio exterior||0.00||0.00
201912||Banco del Estado de Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Vivienda (1)/Colocaciones||10179298.00||10089183.00
201912||Banco del Estado de Chile||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Provisiones para créditos con bancos del país||0.00||117.00
201912||Banco Internacional||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Provisiones para créditos con bancos del país||0.00||0.00
201912||Banco Consorcio||Activos/Créditos y cuentas por cobrar a clientes /Colocaciones comerciales (empresas) (1)/Colocaciones||2944168.00||2909856.00
201912||Banco de Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Total||4532300.00||4472016.00
201912||Banco Ripley||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Otros||0.00||0.00
201912||Banco del Estado de Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Provisiones||209270.00||208537.00
201912||Banco del Estado de Chile||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Créditos de comercio exterior||0.00||0.00
201912||Banco Bice||Activos/Créditos y cuentas por cobrar a clientes /Personas/Provisiones||3896.00||3804.00
201912||Scotiabank Chile||Activos/Créditos y cuentas por cobrar a clientes /Total (1)||25347159.00||25213797.00
201912||China Construction Bank, Agencia en Chile||Colocaciones||224150.00||222111.00
201912||Banco Security||Activos/Adeudado por bancos (neto de provisiones)/Banco Central de Chile||0.00||0.00
201912||Banco Santander-Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Provisiones||380706.00||340901.00
201912||Banco de Crédito e Inversiones||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Tarjetas de crédito||1363321.00||1333131.00
201912||Banco del Estado de Chile||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Préstamos interbancarios||457275.00||691433.00
201912||Banco BTG Pactual Chile||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Créditos de comercio exterior||0.00||0.00
201912||Banco del Estado de Chile||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Total (1)||460806.00||692948.00
201912||Itaú Corpbanca||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Total (1)||0.00||0.00
201912||Banco Bice||Activos/Adeudado por bancos (neto de provisiones)/Banco Central de Chile||0.00||0.00
201912||Banco do Brasil S.A.||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Provisiones||0.00||0.00
201912||Banco Consorcio||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Tarjetas de crédito||1719.00||1526.00
201912||Banco do Brasil S.A.||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Préstamos interbancarios||17698.00||20106.00
201912||Bank of China, Agencia en Chile||Activos/Créditos y cuentas por cobrar a clientes /Provisiones constituidas de créd. y ctas. por cob. a clientes||0.00||0.00
201912||Banco Bice||Activos/Créditos y cuentas por cobrar a clientes /Colocaciones comerciales (empresas) (1)/Colocaciones||4957561.00||5016572.00
201912||Banco Santander-Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Total||16802052.00||16596466.00
201912||Banco Santander-Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Tarjetas de crédito||1377710.00||1347502.00
201912||Banco BTG Pactual Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Vivienda (1)/Colocaciones||0.00||0.00
201912||Banco BTG Pactual Chile||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Créditos de comercio exterior||0.00||0.00
201912||Banco do Brasil S.A.||Activos/Créditos y cuentas por cobrar a clientes /Personas/Total||0.00||0.00
201912||HSBC Bank (Chile)||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Provisiones para créditos con bancos del exterior||4.00||28.00
201912||Banco Santander-Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Provisiones||312245.00||277994.00
201912||Banco Falabella||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Total (1)||0.00||0.00
201912||Banco de Crédito e Inversiones||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Provisiones para créditos con bancos del país||0.00||0.00
201912||Banco Falabella||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Total (1)||0.00||0.00
201912||China Construction Bank, Agencia en Chile||Activos/Créditos y cuentas por cobrar a clientes /Total (1)||218592.00||215944.00
201912||Banco de Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Vivienda (1)/Colocaciones||9203061.00||9121339.00
201912||Banco BTG Pactual Chile||Activos/Créditos y cuentas por cobrar a clientes /Colocaciones comerciales (empresas) (1)/Colocaciones||904445.00||877619.00
201912||Banco del Estado de Chile||Activos/Créditos y cuentas por cobrar a clientes /Colocaciones comerciales (empresas) (1)/Provisiones||443046.00||433560.00
201912||JP Morgan Chase Bank, N.A.||Activos/Créditos y cuentas por cobrar a clientes /Personas/Provisiones||0.00||0.00
201912||Itaú Corpbanca||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/En cuotas||2005038.00||2018279.00
201912||Banco Falabella||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Provisiones para créditos con bancos del exterior||0.00||0.00
201912||Banco Internacional||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Otros||1091.00||1057.00
201912||Banco del Estado de Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Total||2243662.00||2258612.00
201912||Banco Falabella||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Tarjetas de crédito||2183093.00||2078330.00
201912||Banco Security||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Préstamos interbancarios||0.00||0.00
201912||Banco Santander-Chile||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Total (1)||14852.00||6313.00
201912||Banco Internacional||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Provisiones para créditos con bancos del exterior||0.00||0.00
201912||Banco Ripley||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Total||866492.00||845848.00
201912||Banco de Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Vivienda (1)/Provisiones||28047.00||29061.00
201912||Scotiabank Chile||Activos/Créditos y cuentas por cobrar a clientes /Colocaciones comerciales (empresas) (1)/Provisiones||231007.00||234009.00
201912||Banco do Brasil S.A.||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Créditos de comercio exterior||0.00||0.00
201912||Banco del Estado de Chile||Activos/Créditos y cuentas por cobrar a clientes /Provisiones constituidas de créd. y ctas. por cob. a clientes||819225.00||809123.00
201912||Banco Security||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Otros||86485.00||86289.00
201912||Banco Consorcio||Activos/Créditos y cuentas por cobrar a clientes /Personas/Vivienda (1)/Colocaciones||431074.00||391629.00
201912||Bank of China, Agencia en Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Total||0.00||0.00
201912||Banco Security||Activos/Créditos y cuentas por cobrar a clientes /Personas/Vivienda (1)/Provisiones||1469.00||1321.00
201912||Banco Internacional||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Créditos de comercio exterior||0.00||0.00
201912||Banco de Crédito e Inversiones||Activos/Créditos y cuentas por cobrar a clientes /Personas/Vivienda (1)/Colocaciones||8333973.00||8324903.00
201912||Banco Internacional||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Total||12411.00||12166.00
201912||Banco de Crédito e Inversiones||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Otros||156166.00||156755.00
201912||Banco do Brasil S.A.||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Provisiones para créditos con bancos del país||10.00||14.00
201912||Banco do Brasil S.A.||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Otros||0.00||0.00
201912||Banco BTG Pactual Chile||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Total (1)||0.00||0.00
201912||China Construction Bank, Agencia en Chile||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Créditos de comercio exterior||0.00||0.00
201912||Itaú Corpbanca||Activos/Créditos y cuentas por cobrar a clientes /Colocaciones comerciales (empresas) (1)/Colocaciones||15525090.00||15979116.00
201912||Banco Falabella||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/En cuotas||1092895.00||1091864.00
201912||Banco Santander-Chile||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Préstamos interbancarios||0.00||0.00
201912||Banco Bice||Activos/Créditos y cuentas por cobrar a clientes /Provisiones constituidas de créd. y ctas. por cob. a clientes||80435.00||85884.00
201912||Banco Bice||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Provisiones para créditos con bancos del exterior||0.00||0.00
201912||Banco Security||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Provisiones para créditos con bancos del exterior||2.00||2.00
201912||HSBC Bank (Chile)||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Total||163.00||157.00
201912||Itaú Corpbanca||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Otros||255450.00||259084.00
201912||Banco BTG Pactual Chile||Colocaciones||904445.00||877619.00
201912||Banco Ripley||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Provisiones para créditos con bancos del exterior||0.00||0.00
201912||Scotiabank Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Vivienda (1)/Provisiones||45975.00||45445.00
201912||Banco de Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/En cuotas||3039560.00||3027489.00
201912||Banco del Estado de Chile||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Total (1)||0.00||0.00
201912||Scotiabank Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Total||12561221.00||12410747.00
201912||Banco do Brasil S.A.||Activos/Créditos y cuentas por cobrar a clientes /Colocaciones comerciales (empresas) (1)/Provisiones||1293.00||785.00
201912||Banco BTG Pactual Chile||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Provisiones para créditos con bancos del país||0.00||0.00
201912||Banco Falabella||Activos/Créditos y cuentas por cobrar a clientes /Total (1)||3911440.00||3803452.00
201912||Banco del Estado de Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/En cuotas||1795216.00||1811948.00
201912||Banco Bice||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Provisiones||2587.00||2592.00
201912||Banco Ripley||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Préstamos interbancarios||0.00||0.00
201912||Banco BTG Pactual Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Otros||0.00||0.00
201912||Banco do Brasil S.A.||Activos/Créditos y cuentas por cobrar a clientes /Colocaciones comerciales (empresas) (1)/Colocaciones||33447.00||36930.00
201912||Scotiabank Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Total||3459325.00||3416110.00
201912||Banco de Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Otros||297126.00||308260.00
201912||Scotiabank Chile||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Provisiones para créditos con bancos del exterior||1.00||48.00
201912||HSBC Bank (Chile)||Activos/Créditos y cuentas por cobrar a clientes /Personas/Vivienda (1)/Provisiones||0.00||0.00
201912||JP Morgan Chase Bank, N.A.||Colocaciones||0.00||0.00
201912||Banco Bice||Activos/Créditos y cuentas por cobrar a clientes /Colocaciones comerciales (empresas) (1)/Provisiones||76539.00||82080.00
201912||Itaú Corpbanca||Activos/Créditos y cuentas por cobrar a clientes /Total (1)||23199360.00||23564110.00
201912||Banco Consorcio||Activos/Créditos y cuentas por cobrar a clientes /Personas/Total||529189.00||489737.00
201912||Scotiabank Chile||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Préstamos interbancarios||0.00||0.00
201912||Banco Falabella||Activos/Adeudado por bancos (neto de provisiones)/Banco Central de Chile||0.00||0.00
201912||Banco BTG Pactual Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/En cuotas||0.00||0.00
201912||Banco de Crédito e Inversiones||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Total (1)||0.00||0.00
201912||HSBC Bank (Chile)||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Préstamos interbancarios||0.00||0.00
201912||Banco do Brasil S.A.||Activos/Adeudado por bancos (neto de provisiones)/Banco Central de Chile||0.00||0.00
201912||JP Morgan Chase Bank, N.A.||Activos/Adeudado por bancos (neto de provisiones)/Banco Central de Chile||0.00||0.00
201912||HSBC Bank (Chile)||Activos/Créditos y cuentas por cobrar a clientes /Colocaciones comerciales (empresas) (1)/Provisiones||8319.00||9549.00
201912||Banco de Crédito e Inversiones||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Total||3936633.00||3897474.00
201912||Banco Internacional||Activos/Créditos y cuentas por cobrar a clientes /Personas/Vivienda (1)/Provisiones||186.00||157.00
201912||Bank of China, Agencia en Chile||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Créditos de comercio exterior||0.00||0.00
201912||China Construction Bank, Agencia en Chile||Activos/Adeudado por bancos (neto de provisiones)/Banco Central de Chile||0.00||0.00
201912||HSBC Bank (Chile)||Activos/Créditos y cuentas por cobrar a clientes /Personas/Total||163.00||157.00
201912||Banco Bice||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Otros||12695.00||12617.00
201912||Banco Consorcio||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Total (1)||0.00||0.00
201912||Banco Internacional||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Tarjetas de crédito||1100.00||1078.00
201912||Banco de Chile||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Créditos de comercio exterior||70794.00||39452.00
201912||Banco de Chile||Activos/Créditos y cuentas por cobrar a clientes /Provisiones constituidas de créd. y ctas. por cob. a clientes||685418.00||691828.00
201912||Banco del Estado de Chile||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Préstamos interbancarios||0.00||0.00
201912||JP Morgan Chase Bank, N.A.||Activos/Créditos y cuentas por cobrar a clientes /Provisiones constituidas de créd. y ctas. por cob. a clientes||0.00||0.00
201912||Banco de Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Provisiones||357645.00||357720.00
201912||JP Morgan Chase Bank, N.A.||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Otros||0.00||0.00
201912||Itaú Corpbanca||Activos/Créditos y cuentas por cobrar a clientes /Personas/Vivienda (1)/Provisiones||45293.00||38355.00
201912||Banco del Estado de Chile||Activos/Adeudado por bancos (neto de provisiones)/Banco Central de Chile||0.00||0.00
201912||Banco Security||Activos/Créditos y cuentas por cobrar a clientes /Colocaciones comerciales (empresas) (1)/Colocaciones||4761744.00||4767712.00
201912||HSBC Bank (Chile)||Activos/Créditos y cuentas por cobrar a clientes /Colocaciones comerciales (empresas) (1)/Colocaciones||193686.00||215249.00
201912||Banco Ripley||Activos/Créditos y cuentas por cobrar a clientes /Colocaciones comerciales (empresas) (1)/Provisiones||214.00||211.00
201912||Banco Ripley||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Créditos de comercio exterior||0.00||0.00
201912||Banco de Crédito e Inversiones||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Total (1)||458145.00||429889.00
201912||Banco Bice||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Préstamos interbancarios||0.00||0.00
201912||JP Morgan Chase Bank, N.A.||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Créditos de comercio exterior||0.00||0.00
201912||Banco Bice||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Provisiones para créditos con bancos del país||0.00||0.00
201912||Bank of China, Agencia en Chile||Activos/Adeudado por bancos (neto de provisiones)/Banco Central de Chile||0.00||0.00
201912||Itaú Corpbanca||Activos/Adeudado por bancos (neto de provisiones)/Banco Central de Chile||0.00||154006.00
201912||Banco Bice||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/En cuotas||106704.00||106531.00
201912||Scotiabank Chile||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Créditos de comercio exterior||0.00||0.00
201912||Banco Internacional||Activos/Adeudado por bancos (neto de provisiones)/Banco Central de Chile||0.00||0.00
201912||Banco Bice||Activos/Créditos y cuentas por cobrar a clientes /Personas/Vivienda (1)/Provisiones||1309.00||1212.00
201912||JP Morgan Chase Bank, N.A.||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Créditos de comercio exterior||0.00||0.00
201912||Bank of China, Agencia en Chile||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Provisiones para créditos con bancos del país||0.00||0.00
201912||Banco Ripley||Activos/Créditos y cuentas por cobrar a clientes /Personas/Vivienda (1)/Provisiones||112.00||117.00
201912||Banco Internacional||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Total (1)||0.00||0.00
201912||Itaú Corpbanca||Activos/Créditos y cuentas por cobrar a clientes /Colocaciones comerciales (empresas) (1)/Provisiones||531799.00||536819.00
201912||China Construction Bank, Agencia en Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Total||0.00||0.00
201912||Banco Security||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Total (1)||284.00||437.00
201912||Banco Ripley||Activos/Adeudado por bancos (neto de provisiones)/Banco Central de Chile||0.00||0.00
201912||China Construction Bank, Agencia en Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Provisiones||0.00||0.00
201912||Banco de Chile||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Total (1)||150007.00||100005.00
201912||Scotiabank Chile||Activos/Créditos y cuentas por cobrar a clientes /Colocaciones comerciales (empresas) (1)/Colocaciones||12785938.00||12803050.00
201912||Banco BTG Pactual Chile||Activos/Créditos y cuentas por cobrar a clientes /Total (1)||904445.00||877619.00
201912||Banco Santander-Chile||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Provisiones para créditos con bancos del país||0.00||0.00
201912||Bank of China, Agencia en Chile||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Préstamos interbancarios||0.00||0.00
201912||Banco Consorcio||Activos/Adeudado por bancos (neto de provisiones)/Banco Central de Chile||0.00||0.00
201912||Banco Internacional||Activos/Créditos y cuentas por cobrar a clientes /Total (1)||2014029.00||2020160.00
201912||Banco do Brasil S.A.||Activos/Créditos y cuentas por cobrar a clientes /Personas/Provisiones||0.00||0.00
201912||China Construction Bank, Agencia en Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Vivienda (1)/Provisiones||0.00||0.00
201912||HSBC Bank (Chile)||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Total (1)||12167.00||77971.00
201912||Banco Bice||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Total (1)||0.00||0.00
201912||JP Morgan Chase Bank, N.A.||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Provisiones para créditos con bancos del exterior||0.00||0.00
201912||Banco Consorcio||Colocaciones||3473357.00||3399593.00
201912||Banco Security||Colocaciones||6051817.00||6038333.00
201912||JP Morgan Chase Bank, N.A.||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Préstamos interbancarios||0.00||0.00
201912||Itaú Corpbanca||Activos/Créditos y cuentas por cobrar a clientes /Personas/Provisiones||248619.00||243399.00
201912||Scotiabank Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Tarjetas de crédito||1598726.00||1534845.00
201912||Banco Santander-Chile||Activos/Adeudado por bancos (neto de provisiones)/Bancos del exterior/Provisiones para créditos con bancos del exterior||19.00||10.00
201912||Banco BTG Pactual Chile||Activos/Créditos y cuentas por cobrar a clientes /Provisiones constituidas de créd. y ctas. por cob. a clientes||14593.00||13245.00
201912||Banco Consorcio||Activos/Créditos y cuentas por cobrar a clientes /Personas/Vivienda (1)/Provisiones||875.00||856.00
201912||Banco Santander-Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Vivienda (1)/Provisiones||68461.00||62907.00
201912||Banco del Estado de Chile||Activos/Créditos y cuentas por cobrar a clientes /Colocaciones comerciales (empresas) (1)/Colocaciones||13389855.00||13443084.00
201912||Banco de Chile||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Provisiones para créditos con bancos del país||54.00||83.00
201912||Banco de Crédito e Inversiones||Activos/Créditos y cuentas por cobrar a clientes /Personas/Provisiones||311226.00||311366.00
201912||Banco BTG Pactual Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Total||0.00||0.00
201912||Banco de Crédito e Inversiones||Activos/Adeudado por bancos (neto de provisiones)/Bancos del país/Créditos de comercio exterior||0.00||0.00
201912||China Construction Bank, Agencia en Chile||Activos/Créditos y cuentas por cobrar a clientes /Personas/Consumo (1)/Otros||0.00||0.00
