tbl_poc_cmf_activosbanco1_mes.instituciones,tbl_poc_cmf_activosbanco1_mes.producto,tbl_poc_cmf_activosbanco1_mes.monto,tbl_poc_cmf_activosbanco1_mes.mdm_fhnew,tbl_poc_cmf_activosbanco1_mes.mdm_processnew,tbl_poc_cmf_activosbanco1_mes.mdm_hash,tbl_poc_cmf_activosbanco1_mes.periodo_mes
"JP Morgan Chase Bank, N.A.",Colocaciones (1),0.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,bd168b46d2db66fe4dca2954357cad8cdf380a73f1acfad646099050dc8bd51e,2019-09-01
Scotiabank Chile,Colocaciones (1),24444956.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,7b196df2b087eb5e86476213cc1834b8b56dd2d277f7caf18c5ea3e92b22440e,2019-09-01
Banco Bice,Efectivo y dep�sitos en bancos,319773.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,378ac12f28b96bda551608c13cfa91097b0c708bb9f3cb6f16466fe7ec6b8392,2019-09-01
Banco BTG Pactual Chile,Efectivo y dep�sitos en bancos,36243.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,81fa3380e2a61209e807a61fb8be0399116d6d2f934abcb95d76b1085358fc67,2019-09-01
Banco Consorcio,Efectivo y dep�sitos en bancos,102364.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,d3c4fedee90cfa5debe83b58447660b766db4fc2432d2dbdde5d1271afcf6c0b,2019-09-01
Banco de Chile,Efectivo y dep�sitos en bancos,1650317.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,ef22baa5d1ce01a26b9316394bc8d46157fccaf11707850c0aa64c7c37ad04d9,2019-09-01
Banco de Cr�dito e Inversiones,Efectivo y dep�sitos en bancos,2416866.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,94fc520568c2eaa805fd581755b46afbe6f9232a63c2e905d538bcb6a40fe4f8,2019-09-01
Banco del Estado de Chile,Efectivo y dep�sitos en bancos,2406789.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,df318e162c93430e118321ae6c18899d7321559e2edc19ad9624150b0b81d3d3,2019-09-01
Banco do Brasil S.A.,Efectivo y dep�sitos en bancos,1522.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,6a98c77ed08ffa1d180fd4827bedd0cf210a33d55b30dc5d2f022570f4b8b7ce,2019-09-01
Banco Falabella,Efectivo y dep�sitos en bancos,118294.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,d22407714452cdc3a3202c10b52617aa860f499173f40b17fac82c3b1cd99bbb,2019-09-01
Banco Internacional,Efectivo y dep�sitos en bancos,437828.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,ead9ca8f310ae51966442895ffbc51ab43eaaadac34193ae12e24e76781be0d2,2019-09-01
Banco Ripley,Efectivo y dep�sitos en bancos,18581.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,d0d4d60ef1a03fa60f75ca69b1f0e72856813be7f590337a10b92e3aafb5ada8,2019-09-01
Banco Santander-Chile,Efectivo y dep�sitos en bancos,2108704.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,e9425179f46236776aa1fd12bb60880227f409ad49daa7f45e8f54d1d6d91c99,2019-09-01
Banco Security,Efectivo y dep�sitos en bancos,437363.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,99c4845a2076c19d3e52bb83f75ba2934f87e7b9ca46e18a5ca26957b604c750,2019-09-01
"Bank of China, Agencia en Chile",Efectivo y dep�sitos en bancos,7158.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,1b0a4a4c63baf9c236918e947a24c504838294194c3bd3cbf79ac03e980e8867,2019-09-01
"China Construction Bank, Agencia en Chile",Efectivo y dep�sitos en bancos,50546.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,7f2b4a578ba498b96a0eafb0af0fa783ed6ad99b3577e78ccd2d94d53841b45f,2019-09-01
HSBC Bank (Chile),Efectivo y dep�sitos en bancos,137530.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,6efdbe5d4ae0e1b4e01b6791021d8bfd910967213903c8b1f818647c12f97d83,2019-09-01
Ita� Corpbanca,Efectivo y dep�sitos en bancos,828517.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,b5f8bfe988417fef94cef2f52a139bb68a3781e256d603b5829f6d0531fcdd72,2019-09-01
"JP Morgan Chase Bank, N.A.",Efectivo y dep�sitos en bancos,136138.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,22a25a1f0b0a746ce4dad09e523b95f92a1641dd03642cfa6dec3ee80e2cc90e,2019-09-01
Scotiabank Chile,Efectivo y dep�sitos en bancos,1143809.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,3cd885f6dfc930966ff7ccbb477a705de8c02fca0007b7a46531dc58d4d833a9,2019-09-01
Banco Bice,Instrumentos financieros no derivados,1206090.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,49c530e17b0ed4011ddb5ee28ffd553303fe7ef57a36b541ab902fd740059cbc,2019-09-01
Banco BTG Pactual Chile,Instrumentos financieros no derivados,136466.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,453a0ecb83f6060ff00107835b9dcade35d7ca3b6e4d2df75f0dc95ba7b3ad95,2019-09-01
Banco Consorcio,Instrumentos financieros no derivados,1733181.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,9459da13f41271dfa42ea1b3bae7d21edb9784e1657dc43db4fc267a2a5436cc,2019-09-01
Banco de Chile,Instrumentos financieros no derivados,3115420.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,6ff17735277034f9ee91ca750fcee350d9d1c0da085b8fb36c0db20227344bd7,2019-09-01
Banco de Cr�dito e Inversiones,Instrumentos financieros no derivados,5617262.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,bb7c2fc885098409981e43c789d1f6d50f7a0c7254701326bf795790430d088c,2019-09-01
Banco del Estado de Chile,Instrumentos financieros no derivados,8998644.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,72d12a90b4a29f3ec1859fae6c92ff3c61ee42efd5f6214b27659a31bdb7a4dd,2019-09-01
Banco do Brasil S.A.,Instrumentos financieros no derivados,0.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,2ffdbeeb14a296654314b533152d4e015f25876cd6cc9cef076eeb29c9e3018c,2019-09-01
Banco Falabella,Instrumentos financieros no derivados,655363.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,9e53f65f764950bca61cdec182792dc753cfb05618767b1e43872a8a31eda9bf,2019-09-01
Banco Internacional,Instrumentos financieros no derivados,142974.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,db8d253555657cb1dc83dbbf05dd4047bd7397344de01700b1664244409ffdee,2019-09-01
Banco Ripley,Instrumentos financieros no derivados,122662.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,e2ce049170fdfc781a891268829a2af68e8888257c992248cde4e0126a96203f,2019-09-01
Banco Santander-Chile,Instrumentos financieros no derivados,3164108.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,1bc21b96dfadbd382222ff3a8eff2dc6cbd0025575210cce6ea1fb337306eaaf,2019-09-01
Banco Security,Instrumentos financieros no derivados,721851.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,5249ac5702dc441e713cb00ce9fc02491ee38434473b6fdc7514483601101d37,2019-09-01
"Bank of China, Agencia en Chile",Instrumentos financieros no derivados,38023.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,2fd4db9a279180adb4c801eabe4cf58490cd53a44b4eed80bff24f6cdb1b4291,2019-09-01
"China Construction Bank, Agencia en Chile",Instrumentos financieros no derivados,9404.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,1c1514d9096da569a35e7aec605db2f50486ae515ed295096c752ff28876032b,2019-09-01
HSBC Bank (Chile),Instrumentos financieros no derivados,438576.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,b9058e91aa339ac86025a17086ab215c0785c2b413d470f7363a336b3afef4da,2019-09-01
Ita� Corpbanca,Instrumentos financieros no derivados,2961987.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,d85cb54815178aabc3742b31ecb32a3991c5a5e71d5dcdfcc5baa83c85ab1afc,2019-09-01
"JP Morgan Chase Bank, N.A.",Instrumentos financieros no derivados,244111.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,4e8fbd40923ce0be462286613ecbfbb7650c60db192eddb1d7302098f0eb70a6,2019-09-01
Scotiabank Chile,Instrumentos financieros no derivados,1141498.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,2e8578616fb6edc30ea8d2d6b88bcf282149153815ef3007a53131184e50124b,2019-09-01
Banco Bice,Instrumentos financieros derivados,117335.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,2140baaf1f27c3b6c207c3b70ef06ff89d24a0e7c45270e7f6dff915c48f769a,2019-09-01
Banco BTG Pactual Chile,Instrumentos financieros derivados,69453.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,6633bf464dee95e9b063f9f5345697e532274f322210aa31d2c327e6374566de,2019-09-01
Banco Consorcio,Instrumentos financieros derivados,58998.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,748ac10c50b73d15bd5c194e2ca8dbaa079a1d778810d452e406a16f7091821e,2019-09-01
Banco de Chile,Instrumentos financieros derivados,2544156.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,9357d878f8b6c39cc8c54a5377805e7f0cdf72390af4448b7c4a2e62155cc8f4,2019-09-01
Banco de Cr�dito e Inversiones,Instrumentos financieros derivados,3995331.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,881ebcc7650d62eb4dea8c4a598299e545ce24b56757d9111c7352b8e950abe3,2019-09-01
Banco del Estado de Chile,Instrumentos financieros derivados,1364700.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,84686dda1ed123c1c56649b80ebb57adfd769e478efc1eadd8a109e2b424eb8d,2019-09-01
Banco do Brasil S.A.,Instrumentos financieros derivados,0.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,a915b98cfc4898296446908fbfd3dae37af1e65da87991f7156c84e32a5dd7da,2019-09-01
Banco Falabella,Instrumentos financieros derivados,301821.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,814c4dd5222b65a489e4816ba11f8e695d513b1b798b6fa2bcff466f448bc3da,2019-09-01
Banco Internacional,Instrumentos financieros derivados,366114.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,30458e2fe4319c6ac9206f6852b53edbf025fb70b0fecfffd53fd0a367cd3d01,2019-09-01
Banco Ripley,Instrumentos financieros derivados,13542.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,7fc14f8c4e024c4ae99de90b8804d4f14e5deb21bddcd7dcf4dfae8250aba51d,2019-09-01
Banco Santander-Chile,Instrumentos financieros derivados,7304132.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,8488c9a86579aafbd6233d5bd2e3025508308b7c12c5f03a57ff44e128225f10,2019-09-01
Banco Security,Instrumentos financieros derivados,255462.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,8d8814e10a563e508d335c496b78ed673a3d586917c78bd63896d98605b15a8e,2019-09-01
"Bank of China, Agencia en Chile",Instrumentos financieros derivados,0.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,b870689dadf8351319211ed73b458ca32a4789e229a9407a335b4a55da19eae3,2019-09-01
"China Construction Bank, Agencia en Chile",Instrumentos financieros derivados,252.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,b62719ee3d22e1f701f648408764570cabbcfb58d1d4204c414f370ea325f9ed,2019-09-01
HSBC Bank (Chile),Instrumentos financieros derivados,178469.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,6fd8cbe1de2fb60c40403148162e3158974c4b65c7b16d42a68fe835db67ab11,2019-09-01
Ita� Corpbanca,Instrumentos financieros derivados,3208718.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,e76a87d92102e6e43d7697c61d2b15d558174ad922dd7277254f3f6df80892b8,2019-09-01
"JP Morgan Chase Bank, N.A.",Instrumentos financieros derivados,343988.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,8fe5d779914524b6641ab30fdd6ddd8903ada19465c4eead7192e5ec338721ad,2019-09-01
Scotiabank Chile,Instrumentos financieros derivados,4127347.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,b11135f3374ab6dd2cdaa82070900e9b1f5c29204c67a1e55d44254a852f6c3c,2019-09-01
Banco Bice,Contratos de retrocompra y pr�stamos de valores (activos),1762.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,70a8bfd913c458b48739c3ea1bc1b836731af902d5f2e47b8f8b653c145ef75b,2019-09-01
Banco BTG Pactual Chile,Contratos de retrocompra y pr�stamos de valores (activos),0.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,e1dd7b63c3d72572a735bc350529997404a0207598bf54185c2c8b5b30ad861c,2019-09-01
Banco Consorcio,Contratos de retrocompra y pr�stamos de valores (activos),7094.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,049a54889581c0a06c7371138f40bd9acba144ac88324c2756105e246aa28dde,2019-09-01
Banco de Chile,Contratos de retrocompra y pr�stamos de valores (activos),86864.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,e7742435450ab71a5309ecb1609ce8441043d38e277495d13e253585c17a5444,2019-09-01
Banco de Cr�dito e Inversiones,Contratos de retrocompra y pr�stamos de valores (activos),131660.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,1a6f7e6dc4475ab252a97f1c8b182bb7fc09475989e2e751194cb686ec0572fd,2019-09-01
Banco del Estado de Chile,Contratos de retrocompra y pr�stamos de valores (activos),229031.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,83030177d47fc7d01b9f3fb9d9c0480e3a6b22cf57a212c50abcf3e717c9af5a,2019-09-01
Banco do Brasil S.A.,Contratos de retrocompra y pr�stamos de valores (activos),0.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,0837b845eaddbad9852ea448e2ba06efc89ebf6f5f99d4cf86342da0b58e34a7,2019-09-01
Banco Falabella,Contratos de retrocompra y pr�stamos de valores (activos),0.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,4b6c0346396b31c0209105dbd156663d93742c579b9274d8ef7829da17e3ce59,2019-09-01
Banco Internacional,Contratos de retrocompra y pr�stamos de valores (activos),239232.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,aa290afc9a09e51d97cfdde564d713daf519b238602ab0af78755231532b4203,2019-09-01
Banco Ripley,Contratos de retrocompra y pr�stamos de valores (activos),0.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,b30968a0d7b804a439b25b6bd10fd3d3ff2bbf286c0f5fd9f8ff43cca7a13838,2019-09-01
Banco Santander-Chile,Contratos de retrocompra y pr�stamos de valores (activos),0.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,2a2f8ceb39121a2608e0b1a9be32807c2a00ed1db191c1a3e7734ad355141695,2019-09-01
Banco Security,Contratos de retrocompra y pr�stamos de valores (activos),0.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,5d0807d1dd2cf197125d5225facc0cc74a5eda54d8cadc767c0c9c8b0bfa0a2e,2019-09-01
"Bank of China, Agencia en Chile",Contratos de retrocompra y pr�stamos de valores (activos),0.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,79ec4c8e49d62aa33ce7cd0400b8d860e14fac4ba29cfeb1484a0aafaede32b2,2019-09-01
"China Construction Bank, Agencia en Chile",Contratos de retrocompra y pr�stamos de valores (activos),0.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,bb85e59067180ddd82d669e7b4bf747af8cc04a99196f8c0d36ced9ed38e6160,2019-09-01
HSBC Bank (Chile),Contratos de retrocompra y pr�stamos de valores (activos),0.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,0fc32dd9c91844bc9895d02a449f44cc90e02ec3068e1937369feac32b7bdcc7,2019-09-01
Ita� Corpbanca,Contratos de retrocompra y pr�stamos de valores (activos),168945.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,269718c8197ac7f42a8d36c183061597dc12625547dc193d206e1043a0239428,2019-09-01
"JP Morgan Chase Bank, N.A.",Contratos de retrocompra y pr�stamos de valores (activos),0.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,762386c760b2c4b5338291f196dd83b8c75963641821d2c0c733897d422e33cb,2019-09-01
Scotiabank Chile,Contratos de retrocompra y pr�stamos de valores (activos),26617.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,4af34d73b4bb65cef7e2b9290fdca923c055597544fae4577877506faa359e6d,2019-09-01
Banco Bice,Inversiones en sociedades y en sucursales en el exterior,482.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,b3b1ce05e0a3c6684b81c290677ec2da3d0296513640bd8953695d6a179d4e4b,2019-09-01
Banco BTG Pactual Chile,Inversiones en sociedades y en sucursales en el exterior,135.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,8686bbfc5e8e239b92403ad5aafe3ae598220d9f36d826414ba633999a2da173,2019-09-01
Banco Consorcio,Inversiones en sociedades y en sucursales en el exterior,2299.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,130e10047bba8793494bbad2d3c7180a1338d322fe82d2602f9523ccb381ebb4,2019-09-01
Banco de Chile,Inversiones en sociedades y en sucursales en el exterior,49169.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,b24ebc1bbc369def0e112788d8197d16df57d4dff0cb540fa81eb2fe2ccd1fb4,2019-09-01
Banco de Cr�dito e Inversiones,Inversiones en sociedades y en sucursales en el exterior,26900.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,c9104f2595890c90d5cf32ab00aa96df1001827df7d152e1e2a5dc5a08cbac75,2019-09-01
Banco del Estado de Chile,Inversiones en sociedades y en sucursales en el exterior,17840.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,b4d3becbcf25e47810fb262127bf94ce4ae42050c262c2e59077d2fe90679d73,2019-09-01
Banco do Brasil S.A.,Inversiones en sociedades y en sucursales en el exterior,0.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,a057a350d012020339b15651870178561c5b4139aae317bd6c353e8226636ede,2019-09-01
Banco Falabella,Inversiones en sociedades y en sucursales en el exterior,313.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,413a2bea6a938d32e5e9d6e088252e6dd2c7cfffa81365f0e52bb5bac1f5a638,2019-09-01
Banco Internacional,Inversiones en sociedades y en sucursales en el exterior,407.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,51dbd1bb085820eec2c4bae3528355ceee25cacda4626b33057897990e70cba4,2019-09-01
Banco Ripley,Inversiones en sociedades y en sucursales en el exterior,12.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,422e10e828c5db6a6a1ea4e843c98d2db02b3828c5e2f0379a871e44290299bb,2019-09-01
Banco Santander-Chile,Inversiones en sociedades y en sucursales en el exterior,10191.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,b1569bd0f590354f0080134d062a157bef804f96bf710411837ebe58ca9edc9e,2019-09-01
Banco Security,Inversiones en sociedades y en sucursales en el exterior,2095.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,9b1a6ce4eaeaf21cde69b8c809017e58e62324bdf5ee4d7e38dd5a326b1c9bad,2019-09-01
"Bank of China, Agencia en Chile",Inversiones en sociedades y en sucursales en el exterior,0.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,e37551412f6f2cc8133d87d7cb82a1a7ed6779f78c152286bb8c7c3430e47e40,2019-09-01
"China Construction Bank, Agencia en Chile",Inversiones en sociedades y en sucursales en el exterior,0.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,d97eae00e90b86e767d6ea22e9c4c75247c2ca58f98041141ed9e74cb2795ad8,2019-09-01
HSBC Bank (Chile),Inversiones en sociedades y en sucursales en el exterior,273.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,dc43870e95d7dbde5023d4b226b40ac227682a95496b9d1e8e9243ddae68ddcd,2019-09-01
Ita� Corpbanca,Inversiones en sociedades y en sucursales en el exterior,9689.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,ff34324360b7a7e495351d76661fce2ff4eb2a9a50e6c0f3c67a94b05b5c0a99,2019-09-01
"JP Morgan Chase Bank, N.A.",Inversiones en sociedades y en sucursales en el exterior,1016.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,e209ad504ab88640bb897bba9d6ad5000248d0f9442e917226057355daab2fd1,2019-09-01
Scotiabank Chile,Inversiones en sociedades y en sucursales en el exterior,16121.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,8ec0f2fb1aa8fa5c7c5f52dd5cf54ceb833b858a07a0b35a2b3fbc48cb21bea7,2019-09-01
Banco Bice,Activo fijo,27645.00,2020-12-14 19:13:27.486,com_soluciones_poc_cmf_process_activosbanco1_mes,bcb10907bc238e1f221975614685650211f73e40dab370f6467e8127d8a47e1a,2019-09-01
